ExG1,ExG2
89.69175720214844,106.9903335571289
-174.07667541503906,-174.3770294189453
-621.016845703125,-701.2020874023438
-653.2091674804688,-757.7634887695312
-195.65834045410156,-292.9651184082031
163.8771514892578,97.07207489013672
-46.14352798461914,-107.5156021118164
-522.3546752929688,-628.1019897460938
-648.6192016601562,-745.0289916992188
-223.2095489501953,-321.0661926269531
209.7180938720703,97.6985855102539
63.60610580444336,-43.40696716308594
-436.6603088378906,-537.6583862304688
-644.56640625,-724.44970703125
-257.6749572753906,-349.74371337890625
209.58323669433594,111.49525451660156
114.82130432128906,60.35529327392578
-366.38726806640625,-427.4644470214844
-560.9857788085938,-759.0032348632812
-182.54742431640625,-487.58917236328125
174.0423583984375,132.79110717773438
123.26835632324219,186.1710205078125
-268.6809387207031,-346.3677978515625
-578.5537719726562,-693.7583618164062
-390.8441162109375,-360.06732177734375
112.35130310058594,152.04185485839844
217.9429473876953,214.65423583984375
-197.79098510742188,-253.28578186035156
-549.4982299804688,-665.670654296875
-367.13507080078125,-435.4299011230469
119.14325714111328,94.8950424194336
287.413330078125,231.4673614501953
-101.99951934814453,-186.95933532714844
-520.7928466796875,-623.7332153320312
-406.49969482421875,-460.40521240234375
72.32612609863281,65.992919921875
294.185791015625,293.22979736328125
-58.79597473144531,-71.68090057373047
-506.0640563964844,-543.9721069335938
-440.6889343261719,-485.3360595703125
55.48884963989258,7.365401744842529
343.7467041015625,287.326904296875
54.761470794677734,-32.871910095214844
-408.46258544921875,-528.2916259765625
-439.5775146484375,-529.459716796875
16.032258987426758,-41.45408630371094
350.6554870605469,312.2296142578125
78.0052490234375,78.5683364868164
-400.2630615234375,-434.2236633300781
-455.7852478027344,-549.2471923828125
5.94258975982666,-128.1262664794922
343.6744384765625,320.44952392578125
111.95777893066406,188.90785217285156
-374.5559997558594,-329.75115966796875
-505.8143310546875,-524.235107421875
-100.9737777709961,-123.2773208618164
344.5674133300781,311.86029052734375
227.8832244873047,201.62948608398438
-270.53167724609375,-299.5726318359375
-509.0956726074219,-535.1488647460938
-166.4394073486328,-177.7927703857422
317.5653076171875,293.6594543457031
276.6570739746094,263.56842041015625
-204.51991271972656,-219.38507080078125
-491.7392883300781,-535.9930419921875
-197.1560516357422,-241.93453979492188
298.61175537109375,257.8584289550781
357.5564880371094,275.8951416015625
-81.1422119140625,-200.54248046875
-468.187255859375,-525.998046875
-234.0846405029297,-292.9125061035156
250.59434509277344,218.46034240722656
357.48931884765625,344.1637878417969
-53.21068572998047,-87.71023559570312
-512.641357421875,-458.99566650390625
-336.8633117675781,-294.7262878417969
187.82821655273438,193.1671142578125
385.1846923828125,368.2453308105469
11.687362670898438,-18.601594924926758
-458.62847900390625,-444.075439453125
-362.06756591796875,-333.91400146484375
156.7617950439453,142.89739990234375
417.7458801269531,376.15740966796875
78.07569885253906,49.71383285522461
-399.92095947265625,-424.1550598144531
-359.48992919921875,-409.3592224121094
142.6849365234375,62.7169303894043
427.4096984863281,405.3962707519531
88.2449722290039,167.7944793701172
-387.59539794921875,-351.2444763183594
-418.79974365234375,-423.98095703125
46.529964447021484,18.54936408996582
433.9408874511719,379.64007568359375
214.27122497558594,167.22776794433594
-308.5470275878906,-315.46636962890625
-445.24920654296875,-438.9366455078125
-52.68125534057617,-4.74324893951416
378.68548583984375,407.35052490234375
262.5784606933594,233.0143585205078
-213.5707244873047,-292.80035400390625
-427.5465393066406,-484.1203308105469
-92.00408172607422,-85.33786010742188
344.2418518066406,390.5535583496094
279.9759826660156,314.75927734375
-173.49801635742188,-187.83697509765625
-420.9105529785156,-475.6560363769531
-120.01652526855469,-168.9338836669922
326.3299255371094,306.8099060058594
323.1409606933594,328.2154235839844
-129.01324462890625,-128.73220825195312
-446.1609802246094,-472.698486328125
-198.7843475341797,-206.96151733398438
318.64068603515625,266.2471008300781
397.9674377441406,332.43316650390625
-75.67431640625,-76.37030029296875
-482.7134094238281,-408.9175720214844
-252.16610717773438,-236.2005615234375
274.5705871582031,218.69924926757812
410.59417724609375,365.161376953125
-35.73406982421875,3.615551233291626
-481.2970886230469,-399.61883544921875
-324.45611572265625,-293.3642272949219
179.9470977783203,196.01210021972656
411.1441650390625,404.0396423339844
77.29533386230469,35.14625549316406
-373.92779541015625,-427.6196594238281
-313.2867126464844,-382.4150390625
127.74677276611328,134.96026611328125
383.2864685058594,441.17376708984375
85.63432312011719,137.95120239257812
-365.5715026855469,-361.628662109375
-375.6322021484375,-391.3852233886719
66.31583404541016,79.62783813476562
393.099853515625,442.42138671875
167.27001953125,177.11529541015625
-302.52569580078125,-348.88427734375
-388.8476257324219,-447.2442626953125
12.37209701538086,12.19753360748291
381.347900390625,419.9443664550781
229.09600830078125,223.39117431640625
-263.3381652832031,-282.0975341796875
-445.7880554199219,-436.85211181640625
-62.71223449707031,-35.22896957397461
363.1609191894531,403.6301574707031
263.2903747558594,292.74212646484375
-185.25177001953125,-227.72691345214844
-397.2044372558594,-495.3989562988281
-67.0577163696289,-148.1610870361328
327.408447265625,375.6910095214844
270.9096374511719,358.5035705566406
-201.6907501220703,-133.58631896972656
-478.4010925292969,-448.48114013671875
-200.83238220214844,-135.92359924316406
276.6315002441406,343.8876037597656
334.2071533203125,363.4473571777344
-96.93577575683594,-91.32034301757812
-417.0805969238281,-456.75433349609375
-201.0734100341797,-212.54702758789062
272.967041015625,314.35784912109375
391.9772644042969,414.74658203125
-0.651423275470734,-30.529071807861328
-366.034912109375,-475.3224182128906
-241.93226623535156,-277.37615966796875
206.32652282714844,266.515869140625
389.5472106933594,465.0992431640625
61.77110290527344,42.533103942871094
-388.75189208984375,-398.7433776855469
-335.7862548828125,-270.4613037109375
156.05401611328125,210.56410217285156
412.6460266113281,470.7475280761719
108.05455780029297,120.5114517211914
-362.09100341796875,-362.23333740234375
-364.7018127441406,-333.1783447265625
120.386474609375,124.6698226928711
446.0780029296875,437.7119445800781
182.14483642578125,167.77488708496094
-313.8030090332031,-332.46917724609375
-396.6069030761719,-384.25421142578125
42.16535568237305,65.37828826904297
411.5259704589844,443.6107177734375
203.32647705078125,243.87326049804688
-285.2162170410156,-263.8578186035156
-421.3104248046875,-404.4678955078125
-8.16867446899414,5.383745670318604
402.7513427734375,422.0321350097656
239.3240509033203,294.6652526855469
-243.97035217285156,-222.1869659423828
-401.3935546875,-459.3508605957031
-31.594135284423828,-106.96955871582031
385.4549560546875,370.4199523925781
288.85888671875,327.1472473144531
-204.9491729736328,-149.28439331054688
-457.3168029785156,-432.5835266113281
-160.2554931640625,-109.44483947753906
316.3447265625,369.9507141113281
329.1014404296875,369.0873107910156
-108.03315734863281,-118.0423355102539
-398.4209899902344,-493.6860046386719
-133.12315368652344,-247.12460327148438
301.0032043457031,320.3003845214844
363.2396545410156,407.6512451171875
-68.58837127685547,-40.01140594482422
-451.1866149902344,-423.6959228515625
-241.30279541015625,-248.7779998779297
255.83804321289062,266.4533996582031
425.7560729980469,406.0556335449219
27.347454071044922,7.353872776031494
-434.0457458496094,-402.35614013671875
-296.4391174316406,-289.5638122558594
242.6656036376953,173.67210388183594
465.7668151855469,400.0255432128906
42.83317565917969,110.66876983642578
-415.7586364746094,-367.9105529785156
-357.14794921875,-314.0984802246094
130.3130645751953,170.23451232910156
449.0868835449219,446.71630859375
189.53648376464844,89.02262115478516
-283.14532470703125,-414.21356201171875
-367.04998779296875,-375.3605651855469
75.00135803222656,95.76435852050781
482.4864196777344,384.73736572265625
239.5130157470703,157.13290405273438
-362.4437561035156,-229.05972290039062
-442.51788330078125,-353.8748474121094
2.746648788452148,63.292240142822266
410.8987731933594,446.2436218261719
266.3046875,234.4931640625
-191.77587890625,-320.79730224609375
-404.2605285644531,-453.8661804199219
-60.84846878051758,-10.973540306091309
407.81390380859375,407.4558410644531
296.48260498046875,302.02728271484375
-191.46104431152344,-207.89952087402344
-432.2353210449219,-452.71759033203125
-60.493228912353516,-129.79725646972656
435.4982604980469,319.3332824707031
341.21514892578125,341.8076171875
-163.76414489746094,-112.91881561279297
-444.0833740234375,-451.00738525390625
-124.62220001220703,-192.6807403564453
374.1846923828125,298.7984619140625
373.9279479980469,386.06353759765625
-94.35700225830078,-57.76470947265625
-424.4682312011719,-451.6416015625
-163.7261962890625,-263.9778137207031
374.0218200683594,209.07012939453125
433.65869140625,382.255859375
-59.00798416137695,27.063337326049805
-465.1820373535156,-396.6202392578125
-285.7474365234375,-252.603271484375
234.9796600341797,242.16546630859375
427.6848449707031,432.65814208984375
55.92609786987305,46.10396194458008
-390.0987854003906,-420.22857666015625
-299.5979309082031,-336.6093444824219
199.76478576660156,162.7145538330078
465.9076843261719,416.42510986328125
156.95445251464844,54.46333694458008
-325.6042785644531,-429.3200988769531
-366.99395751953125,-354.5044250488281
85.53558349609375,140.939453125
441.2193603515625,439.74176025390625
196.1913604736328,142.3366241455078
-296.0031433105469,-362.36431884765625
-339.645263671875,-448.37255859375
61.162818908691406,47.87688446044922
376.33770751953125,488.5912170410156
185.65667724609375,258.04107666015625
-291.0274963378906,-272.055908203125
-412.3347473144531,-422.0218811035156
2.369902372360229,-10.810003280639648
428.66070556640625,411.0505065917969
296.6380310058594,253.7773895263672
-212.28289794921875,-241.16030883789062
-427.92254638671875,-447.33917236328125
-62.936988830566406,-81.98632049560547
379.88604736328125,395.6607360839844
311.06292724609375,334.3540344238281
-164.68435668945312,-164.75550842285156
-427.4998779296875,-455.0809631347656
-98.3912353515625,-152.28309631347656
387.2669372558594,325.4817810058594
426.7872009277344,300.6498107910156
-44.452484130859375,-174.44808959960938
-452.2887878417969,-437.5496826171875
-242.3289031982422,-136.622314453125
274.4813537597656,343.8581237792969
367.7550048828125,415.21722412109375
-53.05609893798828,-29.053295135498047
-416.04681396484375,-444.236328125
-191.6116943359375,-277.44525146484375
294.1518249511719,235.79209899902344
399.79754638671875,438.9571838378906
-20.5645751953125,54.352630615234375
-430.9990539550781,-408.09454345703125
-270.96466064453125,-301.4178466796875
263.55206298828125,177.7921142578125
462.5553283691406,412.2558898925781
48.48827362060547,102.197998046875
-410.2439270019531,-364.33563232421875
-357.7057189941406,-309.91741943359375
139.41485595703125,171.16261291503906
446.4719543457031,450.61346435546875
143.953125,142.23007202148438
-345.4084777832031,-348.42041015625
-369.6567687988281,-378.3215637207031
99.51197814941406,83.11534118652344
454.4661865234375,433.8319396972656
212.22064208984375,190.9119110107422
-263.2372741699219,-341.2976379394531
-338.9649353027344,-465.1708679199219
13.024457931518555,31.390243530273438
384.40106201171875,465.89886474609375
243.20458984375,260.88018798828125
-255.90036010742188,-251.62130737304688
-425.1366271972656,-422.6668395996094
-12.172796249389648,-53.70210266113281
451.2702941894531,374.1553039550781
344.1852111816406,265.97796630859375
-183.6773223876953,-202.8831024169922
-480.169677734375,-392.4733581542969
-127.27482604980469,-68.42267608642578
349.4003601074219,411.76641845703125
346.80548095703125,354.7991027832031
-120.115234375,-143.46282958984375
-446.80389404296875,-437.3615417480469
-176.64572143554688,-134.62232971191406
321.6688232421875,355.1083068847656
375.30792236328125,386.9539794921875
-76.26589965820312,-71.10299682617188
-426.12567138671875,-450.2547302246094
-186.84938049316406,-230.41636657714844
323.12603759765625,262.09735107421875
470.8787536621094,343.08087158203125
77.93492889404297,-106.48260498046875
-466.1358337402344,-377.3330993652344
-362.52728271484375,-164.13900756835938
171.64471435546875,308.61212158203125
387.4107971191406,475.0531921386719
30.1075382232666,76.05754852294922
-417.4956970214844,-373.02154541015625
-324.2274475097656,-290.6419372558594
175.88555908203125,196.1712188720703
438.18780517578125,452.6228332519531
107.070556640625,120.31182098388672
-368.21966552734375,-366.104248046875
-355.6698303222656,-356.0976867675781
154.23854064941406,89.69641876220703
506.12908935546875,392.2367858886719
188.48193359375,164.1165313720703
-357.8865966796875,-282.9427490234375
-425.2762145996094,-346.3734436035156
90.17780303955078,22.77116584777832
544.1866455078125,331.57440185546875
265.8226013183594,205.36204528808594
-380.3763122558594,-160.78880310058594
-493.11859130859375,-330.59600830078125
0.540633738040924,-9.89470100402832
450.6501770019531,381.1672058105469
212.59600830078125,354.62030029296875
-278.9078063964844,-155.9132080078125
-416.6006774902344,-444.21331787109375
