ExG1,ExG2
9.798683166503906,16.4046573638916
554.2166137695312,518.8294677734375
935.8505859375,926.52734375
635.8328247070312,645.5596923828125
49.294944763183594,59.41358184814453
-78.40071105957031,-61.948890686035156
401.5546569824219,443.5143737792969
848.8555908203125,902.2607421875
621.0316772460938,688.4171752929688
42.176124572753906,84.68043518066406
-136.1942138671875,-137.28143310546875
301.6331481933594,308.5129699707031
775.8971557617188,826.7179565429688
632.05810546875,703.466552734375
100.07994842529297,90.85940551757812
-159.31097412109375,-213.98265075683594
210.99752807617188,195.0815887451172
728.4584350585938,740.1329956054688
663.9723510742188,696.5223388671875
105.6019058227539,136.02044677734375
-232.30929565429688,-233.4663848876953
91.04293060302734,93.06366729736328
635.560791015625,663.0719604492188
662.1495971679688,725.8943481445312
148.1565704345703,189.74864196777344
-265.1322326660156,-246.3829345703125
-19.894672393798828,5.700013160705566
557.3551635742188,558.0598754882812
697.1503295898438,682.333251953125
219.6533966064453,193.81094360351562
-266.86529541015625,-278.8629150390625
-107.08702087402344,-94.2343521118164
440.9302978515625,473.1346130371094
672.419189453125,672.292236328125
256.6383361816406,249.1372833251953
-264.3241271972656,-245.23619079589844
-203.91978454589844,-136.1346435546875
384.6835632324219,395.0845947265625
684.9715576171875,673.8215942382812
286.9386291503906,323.6679382324219
-252.2275848388672,-210.07440185546875
-219.81675720214844,-223.05856323242188
328.48370361328125,292.7168884277344
670.6724853515625,666.9334106445312
365.80499267578125,356.6197814941406
-195.13783264160156,-202.0514678955078
-264.9904479980469,-275.8581237792969
222.28118896484375,231.4090576171875
601.561767578125,670.951171875
365.7814025878906,441.91241455078125
-145.95420837402344,-160.00454711914062
-308.4474182128906,-304.4203186035156
117.55078125,169.334716796875
611.5545654296875,607.3642578125
454.4620361328125,431.8381652832031
-114.18848419189453,-117.28734588623047
-357.8912048339844,-348.760986328125
35.2090950012207,59.720333099365234
542.6761474609375,566.5646362304688
494.9729919433594,465.12066650390625
-49.36166763305664,-75.83563232421875
-366.7508850097656,-367.0504455566406
-29.10710334777832,-23.18394660949707
485.22222900390625,515.9644165039062
476.955810546875,533.53662109375
-13.507725715637207,-6.569700241088867
-364.2474060058594,-407.3770751953125
-86.91214752197266,-132.08018493652344
446.307861328125,425.7479553222656
516.4773559570312,526.8776245117188
26.097604751586914,50.44482421875
-394.5435485839844,-400.8575134277344
-174.47052001953125,-212.23606872558594
358.142822265625,353.19122314453125
506.3860778808594,553.767822265625
67.75819396972656,115.01286315917969
-366.10943603515625,-400.04669189453125
-227.8245849609375,-282.1184997558594
289.6881408691406,268.9956359863281
520.6879272460938,522.2141723632812
128.78367614746094,152.88726806640625
-380.32098388671875,-356.7951354980469
-312.4189758300781,-329.7888488769531
201.95181274414062,197.16586303710938
501.9114074707031,527.1551513671875
194.90267944335938,183.90074157714844
-338.7497863769531,-349.89105224609375
-383.54339599609375,-367.5135498046875
124.2110824584961,115.2187728881836
500.9607849121094,497.7621154785156
224.3311767578125,251.16627502441406
-302.80914306640625,-302.775146484375
-410.076904296875,-418.5373229980469
51.70648193359375,39.10880661010742
494.4989929199219,461.0229797363281
291.5599060058594,276.87396240234375
-268.4720458984375,-254.36521911621094
-435.4989318847656,-439.0728454589844
-11.965150833129883,-22.924409866333008
457.2568054199219,444.9840393066406
340.4363098144531,337.7838439941406
-202.31260681152344,-177.46868896484375
-450.77313232421875,-458.20086669921875
-84.43997192382812,-93.53730010986328
414.1374206542969,420.88519287109375
388.28875732421875,383.8546447753906
-112.87358093261719,-132.56834411621094
-439.4743957519531,-465.71728515625
-153.6345977783203,-146.03781127929688
365.2380676269531,383.5096435546875
436.2433776855469,416.7164001464844
-45.91142272949219,-63.34567642211914
-440.7076416015625,-445.1184387207031
-201.25326538085938,-209.0192413330078
339.06915283203125,312.6400451660156
464.6894836425781,446.75555419921875
24.50936508178711,8.909884452819824
-414.6549377441406,-431.3617858886719
-257.16766357421875,-265.1949462890625
260.0789489746094,270.8094787597656
458.40057373046875,481.673828125
69.893798828125,75.2602310180664
-403.5258483886719,-408.1968688964844
